No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
14310,2014,10,18,5,114.0,167.0,3.0,125.0,1400.0,2.0,7.2,1010.6,6.1,0.0,ESE,0.0,Wanshouxigong
14311,2014,10,18,6,97.0,147.0,2.0,112.0,1200.0,2.0,7.1,1011.1,6.2,0.0,NW,0.5,Wanshouxigong
14312,2014,10,18,7,95.0,139.0,2.0,105.0,1200.0,2.0,10.9,1011.8,7.8,0.0,WNW,0.9,Wanshouxigong
14313,2014,10,18,8,84.0,147.0,3.0,91.0,1000.0,5.0,16.3,1012.1,7.0,0.0,NW,1.1,Wanshouxigong
14314,2014,10,18,9,92.0,160.0,5.0,84.0,1000.0,14.0,19.1,1011.9,5.9,0.0,NE,0.9,Wanshouxigong
14315,2014,10,18,10,102.0,173.0,9.0,94.0,1100.0,26.0,21.1,1011.5,6.2,0.0,ENE,1.1,Wanshouxigong
14316,2014,10,18,11,106.0,176.0,13.0,104.0,1100.0,38.0,22.9,1010.8,5.8,0.0,W,0.4,Wanshouxigong
14317,2014,10,18,12,118.0,194.0,17.0,120.0,1300.0,55.0,24.1,1009.3,5.4,0.0,E,1.6,Wanshouxigong
14318,2014,10,18,13,134.0,207.0,23.0,124.0,1500.0,89.0,24.9,1008.6,6.1,0.0,ESE,1.2,Wanshouxigong
14319,2014,10,18,14,151.0,234.0,34.0,120.0,1800.0,125.0,25.4,1007.8,6.6,0.0,ESE,1.5,Wanshouxigong
14320,2014,10,18,15,188.0,305.0,61.0,130.0,3400.0,151.0,24.3,1008.0,8.7,0.0,SSW,0.4,Wanshouxigong
14321,2014,10,18,16,214.0,370.0,79.0,138.0,5200.0,174.0,21.6,1008.0,9.5,0.0,WSW,0.8,Wanshouxigong
14322,2014,10,18,17,208.0,325.0,46.0,109.0,3800.0,181.0,19.8,1008.2,10.2,0.0,WSW,1.2,Wanshouxigong
14323,2014,10,18,18,197.0,302.0,17.0,126.0,3100.0,102.0,17.0,1008.6,11.5,0.0,W,0.7,Wanshouxigong
14324,2014,10,18,19,218.0,306.0,8.0,201.0,3500.0,16.0,15.7,1008.9,11.7,0.0,W,0.4,Wanshouxigong
14325,2014,10,18,20,250.0,355.0,5.0,215.0,4200.0,4.0,14.3,1009.0,11.3,0.0,E,0.0,Wanshouxigong
14326,2014,10,18,21,271.0,393.0,4.0,217.0,4600.0,5.0,13.6,1009.4,11.8,0.0,ENE,0.0,Wanshouxigong
14327,2014,10,18,22,260.0,363.0,4.0,218.0,3500.0,2.0,13.3,1009.1,11.5,0.0,WSW,0.6,Wanshouxigong
14328,2014,10,18,23,261.0,347.0,4.0,206.0,4300.0,2.0,14.0,1008.5,12.2,0.0,SSW,0.5,Wanshouxigong
14329,2014,10,19,0,275.0,366.0,5.0,208.0,4200.0,2.0,14.2,1008.4,11.9,0.0,E,0.0,Wanshouxigong
14330,2014,10,19,1,301.0,398.0,5.0,201.0,3900.0,2.0,13.7,1008.4,11.7,0.0,E,0.1,Wanshouxigong
14331,2014,10,19,2,306.0,386.0,4.0,191.0,3500.0,2.0,13.7,1007.8,11.9,0.0,E,0.1,Wanshouxigong
14332,2014,10,19,3,302.0,378.0,4.0,184.0,3500.0,2.0,13.8,1007.5,12.0,0.0,N,0.0,Wanshouxigong
14333,2014,10,19,4,295.0,362.0,4.0,178.0,3600.0,2.0,13.8,1007.6,12.0,0.0,N,0.0,Wanshouxigong
14334,2014,10,19,5,257.0,340.0,4.0,186.0,3700.0,2.0,15.4,1007.5,11.0,0.0,NW,1.0,Wanshouxigong
14335,2014,10,19,6,288.0,430.0,5.0,193.0,4200.0,2.0,14.1,1008.0,11.8,0.0,WNW,0.4,Wanshouxigong
14336,2014,10,19,7,305.0,453.0,5.0,177.0,4200.0,2.0,14.8,1008.6,12.5,0.0,SW,0.3,Wanshouxigong
14337,2014,10,19,8,304.0,442.0,4.0,164.0,4100.0,2.0,16.1,1008.8,12.6,0.0,SW,0.3,Wanshouxigong
14338,2014,10,19,9,306.0,427.0,5.0,165.0,4100.0,2.0,17.5,1008.5,11.7,0.0,W,0.4,Wanshouxigong
14339,2014,10,19,10,314.0,462.0,8.0,189.0,4000.0,2.0,18.8,1008.3,11.4,0.0,SW,1.5,Wanshouxigong
14340,2014,10,19,11,273.0,385.0,14.0,168.0,2500.0,4.0,19.6,1007.7,10.8,0.0,SSW,2.8,Wanshouxigong
14341,2014,10,19,12,211.0,292.0,23.0,106.0,1700.0,34.0,19.9,1006.9,11.4,0.0,W,1.5,Wanshouxigong
14342,2014,10,19,13,188.0,272.0,23.0,76.0,1500.0,59.0,20.5,1006.4,12.2,0.0,SW,1.7,Wanshouxigong
14343,2014,10,19,14,191.0,255.0,19.0,71.0,1500.0,83.0,20.6,1006.5,12.3,0.0,SW,1.4,Wanshouxigong
14344,2014,10,19,15,159.0,197.0,12.0,53.0,1200.0,114.0,20.2,1006.5,12.2,0.0,SW,1.2,Wanshouxigong
14345,2014,10,19,16,131.0,155.0,8.0,46.0,1100.0,127.0,18.7,1006.9,13.5,0.0,W,0.7,Wanshouxigong
14346,2014,10,19,17,127.0,157.0,5.0,51.0,1100.0,117.0,16.6,1007.4,13.3,0.0,E,0.1,Wanshouxigong
14347,2014,10,19,18,133.0,163.0,2.0,78.0,1300.0,70.0,17.3,1008.0,13.2,0.0,SSW,0.9,Wanshouxigong
14348,2014,10,19,19,138.0,177.0,2.0,104.0,1500.0,32.0,17.5,1008.2,13.6,0.0,SW,0.9,Wanshouxigong
14349,2014,10,19,20,155.0,205.0,2.0,96.0,1400.0,43.0,17.3,1008.8,13.8,0.0,SSW,0.9,Wanshouxigong
14350,2014,10,19,21,163.0,190.0,2.0,85.0,1300.0,39.0,16.8,1009.3,13.7,0.0,SSW,1.3,Wanshouxigong
14351,2014,10,19,22,135.0,140.0,2.0,56.0,1100.0,51.0,16.4,1009.2,13.7,0.0,SW,1.1,Wanshouxigong
14352,2014,10,19,23,129.0,131.0,2.0,53.0,1100.0,41.0,16.1,1009.2,13.8,0.0,SSW,1.1,Wanshouxigong
14353,2014,10,20,0,134.0,137.0,2.0,56.0,1100.0,32.0,16.0,1009.5,14.0,0.0,SW,0.8,Wanshouxigong
14354,2014,10,20,1,132.0,144.0,2.0,64.0,1100.0,15.0,15.2,1009.5,13.9,0.0,SW,0.5,Wanshouxigong
14355,2014,10,20,2,145.0,151.0,2.0,72.0,1100.0,3.0,13.7,1009.1,12.6,0.0,WNW,0.7,Wanshouxigong
14356,2014,10,20,3,146.0,146.0,2.0,70.0,1000.0,2.0,12.4,1009.1,11.5,0.0,WNW,0.8,Wanshouxigong
14357,2014,10,20,4,140.0,140.0,2.0,66.0,1100.0,2.0,11.7,1009.3,10.9,0.0,W,0.9,Wanshouxigong
14358,2014,10,20,5,136.0,144.0,2.0,58.0,1100.0,2.0,11.2,1009.5,10.6,0.0,WNW,0.5,Wanshouxigong
14359,2014,10,20,6,136.0,162.0,2.0,66.0,1300.0,2.0,11.1,1010.0,10.6,0.0,E,0.2,Wanshouxigong
14360,2014,10,20,7,162.0,198.0,2.0,69.0,1600.0,2.0,12.2,1010.6,11.7,0.0,WNW,0.7,Wanshouxigong
14361,2014,10,20,8,182.0,253.0,2.0,90.0,2000.0,2.0,14.3,1011.6,13.7,0.0,WNW,0.9,Wanshouxigong
14362,2014,10,20,9,182.0,274.0,2.0,109.0,2000.0,2.0,17.2,1011.5,13.1,0.0,NNW,0.9,Wanshouxigong
14363,2014,10,20,10,205.0,234.0,2.0,103.0,1800.0,9.0,18.5,1011.3,13.1,0.0,E,1.0,Wanshouxigong
14364,2014,10,20,11,222.0,259.0,2.0,92.0,1600.0,35.0,19.5,1011.3,12.0,0.0,ESE,1.3,Wanshouxigong
14365,2014,10,20,12,221.0,269.0,4.0,91.0,1600.0,64.0,19.3,1011.0,13.9,0.0,S,1.3,Wanshouxigong
14366,2014,10,20,13,241.0,310.0,3.0,119.0,1800.0,47.0,19.2,1010.9,14.0,0.0,S,0.9,Wanshouxigong
14367,2014,10,20,14,258.0,289.0,2.0,124.0,1800.0,42.0,19.0,1011.0,13.6,0.0,ESE,2.3,Wanshouxigong
14368,2014,10,20,15,247.0,258.0,2.0,106.0,1700.0,51.0,18.5,1011.7,12.5,0.0,E,2.4,Wanshouxigong
14369,2014,10,20,16,223.0,223.0,2.0,105.0,1700.0,53.0,17.5,1012.1,12.6,0.0,NNE,0.5,Wanshouxigong
14370,2014,10,20,17,202.0,212.0,2.0,89.0,1600.0,64.0,15.6,1013.3,12.9,0.0,SW,0.4,Wanshouxigong
14371,2014,10,20,18,202.0,209.0,2.0,91.0,1700.0,40.0,15.6,1014.3,13.6,0.0,WNW,0.7,Wanshouxigong
14372,2014,10,20,19,203.0,220.0,2.0,112.0,1900.0,17.0,16.2,1015.0,13.7,0.0,E,0.9,Wanshouxigong
14373,2014,10,20,20,208.0,223.0,2.0,97.0,1900.0,18.0,16.9,1015.6,13.2,0.0,SSE,1.4,Wanshouxigong
14374,2014,10,20,21,206.0,207.0,2.0,84.0,1900.0,22.0,16.6,1016.4,12.5,0.0,SE,0.8,Wanshouxigong
14375,2014,10,20,22,163.0,163.0,4.0,78.0,1700.0,16.0,15.9,1016.9,10.9,0.0,E,1.7,Wanshouxigong
14376,2014,10,20,23,105.0,105.0,5.0,71.0,1300.0,12.0,15.2,1017.4,7.2,0.0,S,0.8,Wanshouxigong
14377,2014,10,21,0,51.0,51.0,4.0,52.0,800.0,24.0,14.8,1017.8,5.8,0.0,SSW,2.4,Wanshouxigong
14378,2014,10,21,1,38.0,38.0,3.0,47.0,700.0,22.0,14.4,1017.9,4.9,0.0,ESE,0.8,Wanshouxigong
14379,2014,10,21,2,39.0,39.0,3.0,46.0,600.0,22.0,14.3,1017.7,2.2,0.0,E,0.9,Wanshouxigong
14380,2014,10,21,3,19.0,19.0,7.0,32.0,600.0,40.0,13.8,1017.5,-1.4,0.0,SE,1.4,Wanshouxigong
14381,2014,10,21,4,20.0,20.0,10.0,40.0,700.0,31.0,13.3,1017.6,-1.9,0.0,ESE,2.1,Wanshouxigong
14382,2014,10,21,5,26.0,26.0,27.0,45.0,1400.0,25.0,12.8,1018.0,-3.5,0.0,SSE,1.2,Wanshouxigong
14383,2014,10,21,6,32.0,32.0,31.0,57.0,1500.0,15.0,12.4,1018.7,-3.0,0.0,SW,1.8,Wanshouxigong
14384,2014,10,21,7,29.0,29.0,30.0,58.0,1500.0,14.0,12.4,1019.3,-3.4,0.0,SSW,1.6,Wanshouxigong
14385,2014,10,21,8,27.0,27.0,29.0,63.0,1400.0,11.0,12.7,1019.8,-2.4,0.0,SW,2.6,Wanshouxigong
14386,2014,10,21,9,26.0,26.0,30.0,65.0,1400.0,11.0,12.9,1019.8,-3.0,0.0,SW,1.8,Wanshouxigong
14387,2014,10,21,10,31.0,31.0,26.0,64.0,1300.0,12.0,13.6,1019.7,-4.1,0.0,SW,1.3,Wanshouxigong
14388,2014,10,21,11,33.0,33.0,30.0,67.0,1500.0,14.0,14.4,1019.0,-3.9,0.0,SW,3.2,Wanshouxigong
14389,2014,10,21,12,25.0,25.0,29.0,65.0,1400.0,20.0,15.2,1018.1,-4.2,0.0,SW,1.7,Wanshouxigong
14390,2014,10,21,13,34.0,34.0,26.0,54.0,1200.0,31.0,15.3,1017.3,-1.8,0.0,WSW,1.8,Wanshouxigong
14391,2014,10,21,14,32.0,32.0,20.0,51.0,1000.0,39.0,15.7,1016.7,-2.3,0.0,SW,1.5,Wanshouxigong
14392,2014,10,21,15,32.0,74.0,20.0,51.0,1000.0,40.0,15.6,1016.4,-3.4,0.0,S,2.0,Wanshouxigong
14393,2014,10,21,16,25.0,74.0,18.0,48.0,1100.0,43.0,14.2,1016.5,-2.7,0.0,SW,1.4,Wanshouxigong
14394,2014,10,21,17,26.0,85.0,16.0,52.0,1200.0,41.0,12.1,1016.7,-1.1,0.0,SW,0.9,Wanshouxigong
14395,2014,10,21,18,34.0,102.0,16.0,75.0,1700.0,20.0,9.8,1017.1,1.7,0.0,NW,0.5,Wanshouxigong
14396,2014,10,21,19,47.0,118.0,11.0,93.0,2200.0,2.0,9.2,1017.3,2.1,0.0,WNW,0.7,Wanshouxigong
14397,2014,10,21,20,59.0,130.0,11.0,99.0,2500.0,2.0,8.7,1017.7,3.5,0.0,SSW,0.4,Wanshouxigong
14398,2014,10,21,21,68.0,141.0,14.0,99.0,2600.0,2.0,7.9,1017.8,3.9,0.0,ESE,0.1,Wanshouxigong
14399,2014,10,21,22,70.0,142.0,18.0,96.0,2100.0,3.0,9.0,1017.7,2.1,0.0,WNW,0.7,Wanshouxigong
14400,2014,10,21,23,67.0,131.0,18.0,87.0,1500.0,2.0,10.7,1017.7,2.0,0.0,SW,1.3,Wanshouxigong
14401,2014,10,22,0,56.0,117.0,17.0,84.0,1200.0,2.0,9.5,1017.8,3.0,0.0,SSW,0.9,Wanshouxigong
14402,2014,10,22,1,45.0,98.0,12.0,78.0,1100.0,2.0,9.7,1017.6,4.3,0.0,SSW,0.2,Wanshouxigong
14403,2014,10,22,2,39.0,81.0,8.0,72.0,1000.0,2.0,9.5,1017.4,4.3,0.0,WSW,0.9,Wanshouxigong
14404,2014,10,22,3,39.0,97.0,8.0,70.0,600.0,2.0,9.6,1017.2,5.0,0.0,WSW,0.8,Wanshouxigong
14405,2014,10,22,4,37.0,90.0,8.0,69.0,600.0,2.0,10.4,1017.2,1.7,0.0,WNW,1.1,Wanshouxigong
14406,2014,10,22,5,40.0,102.0,8.0,67.0,800.0,2.0,10.4,1017.1,1.5,0.0,NW,1.3,Wanshouxigong
14407,2014,10,22,6,61.0,148.0,11.0,81.0,1500.0,2.0,10.2,1017.3,1.6,0.0,NW,1.1,Wanshouxigong
14408,2014,10,22,7,63.0,166.0,10.0,81.0,1500.0,2.0,10.4,1017.9,1.5,0.0,NW,1.1,Wanshouxigong
14409,2014,10,22,8,67.0,176.0,11.0,81.0,1700.0,2.0,10.9,1018.0,1.1,0.0,WNW,0.7,Wanshouxigong
14410,2014,10,22,9,63.0,180.0,10.0,78.0,1700.0,2.0,11.8,1017.6,2.8,0.0,W,1.0,Wanshouxigong
14411,2014,10,22,10,68.0,183.0,11.0,83.0,1700.0,2.0,12.3,1017.3,3.2,0.0,WNW,0.8,Wanshouxigong
14412,2014,10,22,11,78.0,194.0,13.0,92.0,1600.0,2.0,12.8,1016.5,5.5,0.0,WSW,1.6,Wanshouxigong
14413,2014,10,22,12,69.0,166.0,13.0,85.0,1300.0,2.0,13.3,1015.8,5.9,0.0,SE,2.6,Wanshouxigong
14414,2014,10,22,13,53.0,116.0,13.0,72.0,900.0,5.0,14.1,1014.7,6.7,0.0,SSW,1.8,Wanshouxigong
14415,2014,10,22,14,64.0,134.0,15.0,75.0,1000.0,9.0,14.4,1014.0,7.2,0.0,WSW,0.9,Wanshouxigong
14416,2014,10,22,15,63.0,132.0,13.0,66.0,900.0,14.0,14.7,1013.5,8.0,0.0,WSW,1.2,Wanshouxigong
14417,2014,10,22,16,67.0,132.0,12.0,64.0,800.0,17.0,13.8,1012.7,7.8,0.0,SSW,1.0,Wanshouxigong
14418,2014,10,22,17,79.0,138.0,9.0,62.0,900.0,19.0,13.4,1013.5,8.7,0.0,WSW,0.6,Wanshouxigong
14419,2014,10,22,18,66.0,119.0,8.0,81.0,900.0,6.0,13.4,1013.5,8.7,0.0,E,0.1,Wanshouxigong
14420,2014,10,22,19,58.0,110.0,7.0,88.0,900.0,2.0,13.4,1013.6,8.0,0.0,S,0.7,Wanshouxigong
14421,2014,10,22,20,90.0,170.0,8.0,102.0,1500.0,2.0,12.3,1013.6,8.8,0.0,W,1.2,Wanshouxigong
14422,2014,10,22,21,105.0,184.0,11.0,103.0,1700.0,2.0,12.9,1013.5,8.0,0.0,WNW,0.8,Wanshouxigong
14423,2014,10,22,22,92.0,168.0,12.0,98.0,1600.0,2.0,13.0,1012.9,6.8,0.0,WNW,1.3,Wanshouxigong
14424,2014,10,22,23,89.0,149.0,12.0,94.0,1600.0,2.0,12.7,1012.4,6.7,0.0,NNW,1.3,Wanshouxigong
14425,2014,10,23,0,99.0,164.0,12.0,92.0,1700.0,2.0,12.5,1012.1,6.5,0.0,NW,1.1,Wanshouxigong
14426,2014,10,23,1,97.0,160.0,11.0,92.0,1700.0,2.0,12.5,1011.8,6.3,0.0,NW,1.4,Wanshouxigong
14427,2014,10,23,2,99.0,177.0,13.0,94.0,1800.0,2.0,12.5,1011.0,6.5,0.0,NW,1.6,Wanshouxigong
14428,2014,10,23,3,91.0,174.0,12.0,91.0,1600.0,2.0,12.5,1010.6,6.1,0.0,NW,1.6,Wanshouxigong
14429,2014,10,23,4,83.0,154.0,11.0,91.0,1400.0,2.0,12.6,1010.3,6.0,0.0,WNW,1.2,Wanshouxigong
14430,2014,10,23,5,79.0,153.0,10.0,90.0,1300.0,2.0,12.8,1010.4,6.2,0.0,WNW,1.6,Wanshouxigong
14431,2014,10,23,6,84.0,153.0,10.0,92.0,1300.0,2.0,12.9,1010.3,6.7,0.0,NE,1.4,Wanshouxigong
14432,2014,10,23,7,83.0,148.0,10.0,90.0,1300.0,2.0,13.2,1010.7,6.8,0.0,NNE,1.8,Wanshouxigong
14433,2014,10,23,8,90.0,168.0,9.0,83.0,1300.0,2.0,13.5,1010.5,7.0,0.0,NW,1.2,Wanshouxigong
14434,2014,10,23,9,106.0,165.0,6.0,70.0,1200.0,3.0,13.9,1009.9,7.2,0.0,WNW,1.4,Wanshouxigong
14435,2014,10,23,10,107.0,165.0,6.0,68.0,1200.0,6.0,14.4,1009.4,7.4,0.0,ENE,2.2,Wanshouxigong
14436,2014,10,23,11,103.0,175.0,7.0,71.0,1300.0,9.0,15.0,1008.5,7.5,0.0,ENE,1.3,Wanshouxigong
14437,2014,10,23,12,87.0,186.0,7.0,72.0,1500.0,14.0,15.7,1007.0,7.7,0.0,E,2.0,Wanshouxigong
14438,2014,10,23,13,85.0,184.0,9.0,81.0,1600.0,16.0,17.3,1006.2,8.4,0.0,SW,1.1,Wanshouxigong
14439,2014,10,23,14,84.0,183.0,13.0,93.0,1700.0,16.0,17.0,1005.8,8.2,0.0,ESE,1.6,Wanshouxigong
14440,2014,10,23,15,90.0,190.0,21.0,100.0,1700.0,19.0,16.7,1005.7,8.4,0.0,W,0.6,Wanshouxigong
14441,2014,10,23,16,94.0,204.0,25.0,116.0,1900.0,14.0,14.8,1005.6,9.2,0.0,SSE,0.2,Wanshouxigong
14442,2014,10,23,17,105.0,210.0,21.0,130.0,2100.0,5.0,13.2,1005.9,8.7,0.0,S,1.0,Wanshouxigong
14443,2014,10,23,18,102.0,190.0,11.0,122.0,2300.0,2.0,11.9,1006.4,9.3,0.0,NNE,0.8,Wanshouxigong
14444,2014,10,23,19,101.0,182.0,7.0,116.0,2600.0,2.0,11.2,1006.4,9.6,0.0,W,0.4,Wanshouxigong
14445,2014,10,23,20,109.0,184.0,5.0,112.0,2900.0,2.0,10.3,1006.6,9.1,0.0,W,0.8,Wanshouxigong
14446,2014,10,23,21,113.0,189.0,4.0,106.0,3100.0,2.0,9.9,1006.5,9.0,0.0,W,0.6,Wanshouxigong
14447,2014,10,23,22,117.0,188.0,4.0,101.0,3400.0,2.0,9.5,1006.1,8.7,0.0,NE,0.0,Wanshouxigong
14448,2014,10,23,23,114.0,182.0,4.0,95.0,3300.0,2.0,9.2,1005.9,8.4,0.0,W,0.7,Wanshouxigong
14449,2014,10,24,0,111.0,185.0,4.0,99.0,3400.0,2.0,8.9,1005.8,8.3,0.0,W,0.3,Wanshouxigong
14450,2014,10,24,1,112.0,207.0,5.0,104.0,3500.0,2.0,8.7,1005.9,8.1,0.0,WNW,0.5,Wanshouxigong
14451,2014,10,24,2,118.0,204.0,3.0,106.0,2900.0,2.0,8.6,1005.4,8.0,0.0,W,0.7,Wanshouxigong
14452,2014,10,24,3,103.0,181.0,3.0,99.0,1900.0,2.0,8.1,1005.1,7.5,0.0,S,0.0,Wanshouxigong
14453,2014,10,24,4,96.0,156.0,2.0,90.0,1800.0,2.0,7.8,1005.3,7.4,0.0,W,0.7,Wanshouxigong
14454,2014,10,24,5,92.0,157.0,2.0,84.0,1700.0,2.0,7.6,1005.1,7.2,0.0,WSW,0.1,Wanshouxigong
14455,2014,10,24,6,90.0,157.0,2.0,85.0,1700.0,2.0,7.6,1005.4,7.2,0.0,SW,0.6,Wanshouxigong
14456,2014,10,24,7,90.0,160.0,2.0,82.0,1900.0,2.0,9.1,1006.1,8.8,0.0,ESE,0.2,Wanshouxigong
14457,2014,10,24,8,87.0,204.0,2.0,93.0,2100.0,2.0,11.8,1006.3,10.5,0.0,ENE,1.1,Wanshouxigong
14458,2014,10,24,9,,,,,,,14.8,1006.2,9.2,0.0,ENE,1.7,Wanshouxigong
14459,2014,10,24,10,,,,,,,16.4,1005.8,9.6,0.0,E,1.1,Wanshouxigong
14460,2014,10,24,11,,,,,,19.0,17.4,1004.9,10.3,0.0,ENE,0.9,Wanshouxigong
14461,2014,10,24,12,,,,,,19.0,18.0,1003.9,10.1,0.0,NE,1.1,Wanshouxigong
14462,2014,10,24,13,,,,,,19.0,18.9,1003.0,10.7,0.0,SW,1.0,Wanshouxigong
14463,2014,10,24,14,,,,,,19.0,19.0,1002.8,10.5,0.0,ESE,0.9,Wanshouxigong
14464,2014,10,24,15,,,,,,15.0,18.7,1002.9,11.0,0.0,NE,0.4,Wanshouxigong
14465,2014,10,24,16,,,,,,5.0,16.7,1003.1,11.8,0.0,SSW,0.3,Wanshouxigong
14466,2014,10,24,17,,,,,,2.0,14.3,1004.1,11.8,0.0,ENE,0.7,Wanshouxigong
14467,2014,10,24,18,,,,,,2.0,13.3,1004.7,11.9,0.0,ENE,0.6,Wanshouxigong
14468,2014,10,24,19,,,,,,2.0,12.6,1004.7,11.5,0.0,NNE,0.2,Wanshouxigong
14469,2014,10,24,20,,,,,,2.0,11.9,1005.1,11.1,0.0,WNW,0.5,Wanshouxigong
14470,2014,10,24,21,,,,,,2.0,11.4,1005.0,10.8,0.0,W,0.3,Wanshouxigong
14471,2014,10,24,22,,,,,,2.0,11.0,1005.1,10.4,0.0,WSW,0.5,Wanshouxigong
14472,2014,10,24,23,,,,,,2.0,10.6,1005.4,10.0,0.0,W,0.8,Wanshouxigong
14473,2014,10,25,0,,,,,,2.0,10.4,1005.2,9.9,0.0,WNW,0.9,Wanshouxigong
14474,2014,10,25,1,,,,,,2.0,10.1,1005.1,9.6,0.0,SW,0.3,Wanshouxigong
14475,2014,10,25,2,,,,,,2.0,9.7,1004.8,9.2,0.0,N,0.1,Wanshouxigong
14476,2014,10,25,3,,,,,,2.0,9.5,1004.4,9.0,0.0,W,0.6,Wanshouxigong
14477,2014,10,25,4,,,,,,2.0,9.6,1004.4,9.1,0.0,W,0.6,Wanshouxigong
14478,2014,10,25,5,,,,,,2.0,9.5,1004.5,9.2,0.0,SW,0.5,Wanshouxigong
14479,2014,10,25,6,,,,,,2.0,9.3,1004.9,9.0,0.0,SW,0.7,Wanshouxigong
14480,2014,10,25,7,,,,,,2.0,10.4,1005.8,10.1,0.0,W,0.5,Wanshouxigong
14481,2014,10,25,8,,,,,,,12.6,1006.0,12.3,0.0,WSW,0.6,Wanshouxigong
14482,2014,10,25,9,,,,,,,15.1,1006.0,11.7,0.0,NE,1.5,Wanshouxigong
14483,2014,10,25,10,,,,,,,16.9,1005.8,11.6,0.0,N,0.8,Wanshouxigong
14484,2014,10,25,11,211.0,211.0,,,,,18.2,1005.0,12.0,0.0,SSW,1.2,Wanshouxigong
14485,2014,10,25,12,222.0,222.0,,,,,19.4,1004.2,12.2,0.0,SSE,1.3,Wanshouxigong
14486,2014,10,25,13,224.0,224.0,,,,,20.0,1003.5,12.5,0.0,SE,1.2,Wanshouxigong
14487,2014,10,25,14,235.0,235.0,,,,,20.0,1003.3,12.5,0.0,SW,1.8,Wanshouxigong
14488,2014,10,25,15,269.0,269.0,,,,,19.5,1003.5,12.5,0.0,SE,0.9,Wanshouxigong
14489,2014,10,25,16,305.0,305.0,,,,,17.7,1003.9,13.0,0.0,SSW,0.9,Wanshouxigong
14490,2014,10,25,17,305.0,305.0,,,,,15.2,1004.6,12.7,0.0,SSW,0.7,Wanshouxigong
14491,2014,10,25,18,301.0,301.0,,,,,13.9,1004.8,12.8,0.0,SSW,0.6,Wanshouxigong
14492,2014,10,25,19,299.0,299.0,,,,,13.6,1005.2,12.7,0.0,S,0.4,Wanshouxigong
14493,2014,10,25,20,271.0,271.0,,,,,12.9,1005.8,12.1,0.0,E,0.5,Wanshouxigong
14494,2014,10,25,21,258.0,258.0,,,,,12.4,1006.8,11.8,0.0,ENE,0.6,Wanshouxigong
14495,2014,10,25,22,244.0,244.0,,,,,12.3,1007.3,11.8,0.0,WNW,0.9,Wanshouxigong
14496,2014,10,25,23,244.0,244.0,,,,,13.4,1007.7,12.9,0.0,NE,1.5,Wanshouxigong
14497,2014,10,26,0,216.0,216.0,,,,,13.0,1008.5,12.4,0.0,ESE,0.4,Wanshouxigong
14498,2014,10,26,1,204.0,204.0,,,,,13.2,1009.2,12.4,0.0,ENE,1.1,Wanshouxigong
14499,2014,10,26,2,183.0,183.0,,,,,14.6,1009.7,9.6,0.0,E,2.1,Wanshouxigong
14500,2014,10,26,3,175.0,175.0,,,,,16.9,1010.6,1.7,0.0,NE,2.3,Wanshouxigong
14501,2014,10,26,4,190.0,190.0,,,,,18.2,1011.9,-2.7,0.0,NE,3.6,Wanshouxigong
14502,2014,10,26,5,190.0,190.0,,,,,17.4,1013.4,-3.4,0.0,NE,2.7,Wanshouxigong
14503,2014,10,26,6,6.0,6.0,,,,,16.6,1015.2,-4.1,0.0,NE,3.4,Wanshouxigong
14504,2014,10,26,7,3.0,3.0,,,,,16.1,1017.3,-3.4,0.0,E,2.8,Wanshouxigong
14505,2014,10,26,8,3.0,3.0,,,,,16.2,1018.6,-2.4,0.0,E,3.9,Wanshouxigong
14506,2014,10,26,9,3.0,3.0,,,,,16.8,1019.3,-4.5,0.0,ENE,6.0,Wanshouxigong
14507,2014,10,26,10,3.0,3.0,,,,,17.4,1019.5,-4.0,0.0,ENE,3.9,Wanshouxigong
14508,2014,10,26,11,3.0,3.0,,,,,17.5,1019.4,-6.4,0.0,ENE,4.2,Wanshouxigong
14509,2014,10,26,12,3.0,3.0,,,,,18.1,1019.2,-9.0,0.0,E,3.9,Wanshouxigong
14510,2014,10,26,13,3.0,3.0,,,,,18.3,1019.0,-9.7,0.0,ENE,4.0,Wanshouxigong
14511,2014,10,26,14,3.0,3.0,,,,,18.5,1019.3,-10.5,0.0,ENE,4.1,Wanshouxigong
14512,2014,10,26,15,3.0,3.0,,,,,18.2,1019.6,-10.7,0.0,E,3.0,Wanshouxigong
14513,2014,10,26,16,3.0,3.0,,,,,16.7,1019.8,-7.1,0.0,WSW,0.6,Wanshouxigong
14514,2014,10,26,17,3.0,3.0,,,,,10.5,1020.5,-1.6,0.0,NNE,0.9,Wanshouxigong
14515,2014,10,26,18,3.0,3.0,,,,,9.1,1021.2,-1.3,0.0,SW,0.4,Wanshouxigong
14516,2014,10,26,19,3.0,3.0,,,,,9.8,1021.8,-3.5,0.0,NW,0.3,Wanshouxigong
14517,2014,10,26,20,3.0,3.0,,,,,9.6,1022.7,-7.2,0.0,WNW,1.1,Wanshouxigong
14518,2014,10,26,21,3.0,3.0,,,,,9.1,1023.6,-4.8,0.0,SW,0.5,Wanshouxigong
14519,2014,10,26,22,3.0,3.0,,,,,11.2,1024.3,-12.3,0.0,WNW,1.4,Wanshouxigong
14520,2014,10,26,23,3.0,3.0,,,,,7.2,1024.8,-5.2,0.0,WNW,0.8,Wanshouxigong
